year,month,station,pollutant,avg_value,median_value,max_value,min_value,std_value,records_count
2013,5,Córdoba,CO,0.5399,0.5979,1.0079,0.1557,0.2699,21
2013,5,Córdoba,NO2,46.7884,48.2632,84.1667,21.1667,17.3337,22
2013,5,Córdoba,PM10,25.1573,24.7917,47.0833,13.5417,7.4082,31
2013,5,La Boca,CO,0.1907,0.1517,0.4962,0.066,0.1101,21
2013,5,La Boca,NO2,22.8396,21.5833,52.6667,8.2917,9.3781,21
2013,5,La Boca,PM10,26.2579,25.25,42.0833,12.0833,9.2613,21
2013,6,Centenario,CO,0.8025,0.7238,1.3967,0.3371,0.2775,30
2013,6,Centenario,NO2,23.4204,24.1042,29.9583,16.875,3.4817,30
2013,6,Centenario,PM10,39.7097,35.0417,75.7083,23.7083,13.6562,30
2013,6,Córdoba,NO2,49.8722,49.3333,90.9167,19.1667,15.7705,30
2013,6,Córdoba,PM10,33.7403,31.5417,64.1667,18.9167,11.2425,30
2013,7,Centenario,CO,0.8561,0.7775,2.9192,0.4946,0.4205,31
2013,7,Centenario,NO2,20.4345,18.6326,30.5833,13.3333,5.1922,26
2013,7,Centenario,PM10,30.8273,25.8625,85.0,13.7917,14.1338,30
2013,7,Córdoba,NO2,71.0932,77.5417,102.9167,28.0833,24.265,19
2013,7,Córdoba,PM10,25.8134,25.0833,42.875,15.4167,7.7209,19
2013,7,La Boca,CO,0.1644,0.1644,0.2506,0.0783,0.1218,2
2013,7,La Boca,NO2,17.743,17.743,19.1111,16.375,1.9347,2
2013,7,La Boca,PM10,36.0,36.0,36.1667,35.8333,0.2357,2
2013,8,Centenario,CO,0.6924,0.7038,1.1944,0.3525,0.1991,31
2013,8,Centenario,PM10,38.1586,36.9583,83.4167,18.0417,12.5065,31
2013,8,La Boca,CO,0.1821,0.17,0.4317,0.065,0.0891,29
2013,8,La Boca,NO2,12.1593,11.7916,24.5833,3.4545,5.67,30
2013,8,La Boca,PM10,33.5108,33.625,74.875,14.0833,11.9193,31
2013,9,Centenario,CO,0.5907,0.6033,0.9954,0.1481,0.228,23
2013,9,Centenario,PM10,25.5789,22.3,55.8333,8.4167,10.9078,21
2013,9,La Boca,CO,0.1389,0.1062,0.4162,0.0522,0.0943,25
2013,9,La Boca,NO2,13.9497,12.5,23.7083,6.5,4.7008,30
2013,9,La Boca,PM10,23.4597,19.9584,44.9167,7.75,10.0865,30
2013,10,Centenario,CO,0.425,0.3911,1.0121,0.2204,0.1604,29
2013,10,Centenario,NO2,21.3492,19.375,44.3333,13.4583,6.6159,27
2013,10,Centenario,PM10,24.7392,23.3333,42.375,16.0833,6.6443,27
2013,10,La Boca,CO,0.1235,0.07,0.3933,0.05,0.0966,23
2013,10,La Boca,NO2,13.3383,12.087,26.0,9.625,3.4348,31
2013,10,La Boca,PM10,23.2137,21.8333,38.2917,14.5833,6.2343,31
2013,11,Centenario,CO,0.4095,0.3866,0.64,0.2788,0.0967,30
2013,11,Centenario,NO2,16.2493,16.0,24.5,11.9167,3.9043,13
2013,11,Centenario,PM10,23.5278,22.1458,39.625,11.4583,7.0766,30
2013,11,La Boca,CO,0.1006,0.0835,0.2857,0.05,0.0513,26
2013,11,La Boca,NO2,10.9751,11.0,17.7917,3.7083,3.1557,30
2013,11,La Boca,PM10,21.9694,22.625,36.625,8.375,7.0703,30
2013,12,Centenario,CO,0.4344,0.4375,0.7,0.22,0.1096,31
2013,12,Centenario,NO2,20.2143,19.0417,36.5,11.6667,6.4872,31
2013,12,Centenario,PM10,33.0564,33.0417,56.1667,18.375,10.558,31
2013,12,La Boca,CO,0.1082,0.0968,0.2338,0.056,0.0456,26
2013,12,La Boca,NO2,13.4469,12.6842,22.9583,6.75,4.83,29
2013,12,La Boca,PM10,34.7716,34.2917,53.5417,24.7917,7.8362,23
2014,1,Centenario,CO,0.4137,0.4225,0.6188,0.1896,0.137,31
2014,1,Centenario,NO2,15.7894,15.75,26.125,7.6667,4.724,31
2014,1,Centenario,PM10,26.0108,25.5833,37.1667,19.4167,4.6302,31
2014,1,Córdoba,CO,0.8386,0.785,0.95,0.7808,0.0965,3
2014,1,La Boca,CO,0.1178,0.1125,0.29,0.05,0.0512,29
2014,1,La Boca,NO2,12.3884,11.2083,23.5,5.7083,4.8433,31
2014,1,La Boca,PM10,25.6498,24.5833,35.0,17.0417,5.2202,17
2014,2,Centenario,CO,0.4538,0.4418,0.8812,0.1146,0.1961,28
2014,2,Centenario,NO2,14.2448,13.9584,24.375,6.7917,4.4753,28
2014,2,Centenario,PM10,22.5729,21.0,37.25,11.2917,6.0616,28
2014,2,Córdoba,CO,0.7379,0.7392,1.0353,0.3996,0.1832,21
2014,2,La Boca,CO,0.1138,0.0866,0.3512,0.05,0.0758,24
2014,2,La Boca,NO2,11.0545,11.0833,19.25,5.9167,3.1001,25
2014,2,La Boca,PM10,22.9949,22.4792,37.2917,14.0833,5.734,24
2014,3,Centenario,CO,0.5048,0.4854,0.6879,0.3267,0.1037,31
2014,3,Centenario,NO2,16.0249,16.0,24.0,7.6667,3.5639,31
2014,3,Centenario,PM10,23.6707,24.375,35.9583,14.2083,5.063,31
2014,3,Córdoba,CO,0.5978,0.6104,0.9988,0.1938,0.1939,26
2014,3,Córdoba,NO2,22.1174,22.1174,25.8182,18.4167,5.2337,2
2014,3,La Boca,CO,0.1022,0.0864,0.1894,0.05,0.0429,24
2014,3,La Boca,NO2,11.817,11.4583,21.7083,6.5833,3.7234,27
2014,3,La Boca,PM10,23.623,24.0417,34.125,13.6667,4.7997,31
2014,4,Centenario,CO,0.5616,0.5058,1.1008,0.1404,0.2217,30
2014,4,Centenario,NO2,17.2441,17.6818,28.4583,8.9583,4.5916,23
2014,4,Centenario,PM10,27.6336,28.2292,44.0833,15.6667,6.2552,30
2014,4,Córdoba,CO,0.6521,0.6146,1.1154,0.3404,0.211,30
2014,4,La Boca,CO,0.2406,0.2178,0.7643,0.055,0.1792,27
2014,4,La Boca,NO2,13.5236,12.1458,23.4583,7.7083,4.7058,30
2014,4,La Boca,PM10,27.1481,26.875,53.5833,18.0833,7.2637,30
2014,5,Centenario,CO,0.6542,0.6029,1.6325,0.3,0.2724,25
2014,5,Centenario,NO2,19.9092,19.5,30.625,12.875,4.2519,17
2014,5,Centenario,PM10,25.3871,22.7917,51.3333,15.1667,7.914,31
2014,5,Córdoba,CO,0.8002,0.7908,1.2971,0.4275,0.2211,31
2014,5,Córdoba,PM10,20.5417,20.125,38.1667,10.3333,6.1428,24
2014,5,La Boca,CO,0.364,0.3533,0.8375,0.2375,0.113,31
2014,5,La Boca,NO2,13.2704,12.5909,21.5,9.125,2.8499,31
2014,5,La Boca,PM10,21.5146,20.881,28.7917,14.2083,4.6985,28
2014,6,Centenario,CO,1.9914,0.7233,21.9925,0.4429,4.798,30
2014,6,Centenario,NO2,23.096,22.8125,35.0833,14.5652,5.1908,30
2014,6,Centenario,PM10,27.961,24.4375,64.4583,1.0,14.9339,28
2014,6,Córdoba,CO,2.2197,0.9162,22.6796,0.4908,5.1123,30
2014,6,Córdoba,PM10,23.3632,21.4792,41.9375,11.625,8.9415,30
2014,6,La Boca,CO,1.6385,0.4192,18.2042,0.2462,4.5428,29
2014,6,La Boca,NO2,16.9486,16.8333,31.5833,10.8182,4.5084,29
2014,6,La Boca,PM10,26.7239,24.8542,62.2632,15.1667,10.7314,28
2014,7,Centenario,CO,0.6239,0.6358,0.9242,0.3183,0.1524,31
2014,7,Centenario,NO2,19.4216,18.9583,25.8333,11.3333,3.781,31
2014,7,Centenario,PM10,23.3992,23.7917,39.9167,8.7083,6.7244,31
2014,7,Córdoba,CO,0.7226,0.6957,1.0887,0.4138,0.2006,22
2014,7,Córdoba,PM10,18.6858,18.625,34.4167,8.6667,5.7864,21
2014,7,La Boca,CO,0.3694,0.3662,0.6533,0.2225,0.1065,29
2014,7,La Boca,NO2,16.9899,16.6875,28.3077,10.0417,4.6171,22
2014,7,La Boca,PM10,23.4328,23.4167,45.75,7.625,7.2307,31
2014,8,Centenario,CO,0.6589,0.605,1.0117,0.4167,0.1515,31
2014,8,Centenario,NO2,19.5491,20.3182,25.6667,8.4583,3.9689,31
2014,8,Centenario,PM10,27.4637,28.625,42.125,11.375,7.7763,31
2014,8,Córdoba,CO,0.6604,0.6273,0.9883,0.3717,0.1769,26
2014,8,Córdoba,PM10,22.6227,21.875,38.4167,7.9583,7.1226,27
2014,8,La Boca,CO,0.3347,0.3375,0.54,0.1183,0.1015,31
2014,8,La Boca,NO2,21.1116,21.4167,36.4167,7.5833,6.8498,31
2014,8,La Boca,PM10,28.0349,29.25,45.3333,10.125,7.9366,31
2014,9,Centenario,CO,0.5195,0.5162,0.7612,0.2917,0.1279,30
2014,9,Centenario,NO2,16.2851,16.8542,25.0,7.4167,4.0717,30
2014,9,Centenario,PM10,19.4583,18.4792,34.625,9.5833,5.804,30
2014,9,Córdoba,CO,0.4903,0.4598,0.826,0.095,0.1748,28
2014,9,Córdoba,NO2,17.7054,17.875,28.625,7.4167,5.9153,12
2014,9,Córdoba,PM10,17.7141,17.125,30.9167,10.75,5.3843,29
2014,9,La Boca,CO,0.268,0.2533,0.4417,0.2042,0.0555,28
2014,9,La Boca,NO2,14.4918,13.5833,29.8571,6.75,5.3935,28
2014,9,La Boca,PM10,19.6369,19.3958,36.2083,8.9167,6.0417,30
2014,10,Centenario,CO,0.4498,0.4267,0.9,0.1362,0.1835,31
2014,10,Centenario,NO2,16.8953,15.875,29.6667,10.9167,4.9245,31
2014,10,Centenario,PM10,21.8355,21.0,36.9167,13.25,5.0869,30
2014,10,Córdoba,CO,0.3815,0.4021,0.6892,0.1221,0.1661,31
2014,10,Córdoba,NO2,11.2894,10.625,22.4167,5.125,3.4726,31
2014,10,Córdoba,PM10,22.9027,21.375,41.625,10.625,7.8231,31
2014,10,La Boca,CO,0.282,0.2642,0.53,0.1686,0.074,26
2014,10,La Boca,NO2,14.8734,13.0,27.5,4.3333,5.5377,25
2014,10,La Boca,PM10,25.1076,24.875,41.875,12.1667,7.2491,30
2014,11,Centenario,CO,0.5803,0.5506,0.9725,0.2513,0.1592,30
2014,11,Centenario,NO2,14.5192,14.1875,27.0833,6.25,5.3167,30
2014,11,Centenario,PM10,24.0611,23.9584,39.4167,6.0,8.0134,30
2014,11,Córdoba,CO,0.1762,0.1194,1.0738,0.075,0.2,30
2014,11,Córdoba,NO2,5.8684,5.5,11.5385,2.2917,2.2502,29
2014,11,Córdoba,PM10,22.1976,21.9,37.2917,10.9583,7.0586,16
2014,11,La Boca,CO,0.162,0.162,0.162,0.162,0.0,1
2014,11,La Boca,NO2,3.6667,3.6667,3.6667,3.6667,0.0,1
2014,11,La Boca,PM10,13.5,13.5833,17.7917,9.125,4.334,3
2014,12,Centenario,CO,0.5949,0.5933,0.8779,0.3021,0.1756,27
2014,12,Centenario,NO2,15.2836,14.007,27.0,6.0833,4.8972,28
2014,12,Centenario,PM10,25.0404,24.0417,35.2083,18.375,5.3264,11
2014,12,Córdoba,CO,1.1767,0.3088,15.4942,0.1096,3.2863,31
2014,12,Córdoba,NO2,15.2416,14.75,27.0,7.1304,4.6074,31
2014,12,Córdoba,PM10,29.0255,28.9584,47.6667,16.9167,10.3712,12
2014,12,La Boca,CO,0.7808,0.7808,0.7808,0.7808,0.0,1
2014,12,La Boca,NO2,19.3333,19.3333,19.3333,19.3333,0.0,1
2015,1,Centenario,CO,0.7709,0.7879,1.0633,0.455,0.1374,22
2015,1,Centenario,NO2,12.5477,12.0,20.9583,6.3333,3.4113,31
2015,1,Centenario,PM10,27.3616,26.9167,49.9167,19.3333,6.7247,31
2015,1,Córdoba,CO,0.3522,0.3521,0.5904,0.1958,0.0944,31
2015,1,Córdoba,NO2,16.2584,15.8,30.8333,9.75,4.1268,31
2015,1,Córdoba,PM10,20.3958,20.3958,21.7917,19.0,1.974,2
2015,1,La Boca,CO,0.29,0.2458,1.01,0.1467,0.1773,21
2015,1,La Boca,NO2,12.75,13.3333,14.0,10.9167,1.6223,3
2015,1,La Boca,PM10,22.6439,21.5833,32.5833,13.25,5.5682,19
2015,2,Centenario,CO,0.3573,0.3422,0.645,0.1407,0.1043,24
2015,2,Centenario,NO2,11.7171,10.0208,21.0,7.75,4.0711,28
2015,2,Centenario,PM10,26.9405,24.0417,57.75,16.75,8.7856,28
2015,2,Córdoba,CO,0.3181,0.3135,0.5238,0.1871,0.0884,28
2015,2,Córdoba,NO2,13.4163,13.0,25.2083,5.8,4.2722,27
2015,2,Córdoba,PM10,28.2812,27.4584,51.0417,15.25,7.1664,28
2015,2,La Boca,CO,0.189,0.183,0.3196,0.1026,0.0524,28
2015,2,La Boca,NO2,9.4479,8.8958,18.4348,5.5217,3.2545,28
2015,2,La Boca,PM10,29.8974,29.1458,49.75,17.0,7.7878,28
2015,3,Centenario,CO,0.3808,0.375,0.6392,0.1896,0.0991,31
2015,3,Centenario,NO2,14.462,14.1667,30.25,7.8333,4.0676,31
2015,3,Centenario,PM10,29.0376,27.7083,74.4583,15.4167,10.9303,31
2015,3,Córdoba,CO,0.3402,0.3404,0.6096,0.1579,0.1249,28
2015,3,Córdoba,NO2,14.2284,13.5729,27.2174,8.5714,4.3064,28
2015,3,Córdoba,PM10,30.1707,28.5,62.5833,18.9167,8.3035,31
2015,3,La Boca,CO,0.294,0.2888,0.4667,0.1533,0.0684,31
2015,3,La Boca,NO2,11.9383,12.125,26.1667,4.0833,4.328,31
2015,3,La Boca,PM10,36.0657,32.4583,80.625,20.75,16.4058,16
2015,4,Centenario,CO,0.4604,0.4393,0.895,0.1841,0.1859,30
2015,4,Centenario,NO2,17.8061,17.0625,31.9545,10.9091,5.2269,30
2015,4,Centenario,PM10,28.5356,30.2292,53.75,5.4,11.9446,30
2015,4,Córdoba,CO,0.3178,0.276,0.6013,0.1496,0.1412,28
2015,4,Córdoba,NO2,18.0703,17.2083,25.5833,12.1667,4.1593,17
2015,4,Córdoba,PM10,30.5051,30.25,48.0,12.0417,7.511,29
2015,4,La Boca,CO,0.3527,0.3406,0.6196,0.2188,0.1062,30
2015,4,La Boca,NO2,14.8235,14.1875,23.0833,5.1667,4.5574,30
2015,4,La Boca,PM10,29.2661,26.9375,74.0417,13.6667,13.2155,30
2015,5,Centenario,CO,0.6181,0.5629,1.55,0.3058,0.2169,31
2015,5,Centenario,NO2,18.1537,18.5417,33.5417,10.5,4.8306,31
2015,5,Centenario,PM10,34.8831,27.4167,124.0833,17.2917,21.1878,31
2015,5,Córdoba,CO,0.5288,0.5224,1.4217,0.2221,0.2105,30
2015,5,Córdoba,NO2,27.6742,27.6742,28.1818,27.1667,0.7178,2
2015,5,Córdoba,PM10,31.5242,25.0,136.5833,15.1667,23.7144,29
2015,5,La Boca,CO,0.3415,0.3017,0.905,0.125,0.158,31
2015,5,La Boca,NO2,14.8856,14.8333,27.375,7.9583,4.5087,31
2015,5,La Boca,PM10,29.1083,25.3333,105.3333,14.0417,18.0915,31
2015,6,Centenario,CO,0.6584,0.6206,1.25,0.3262,0.1944,30
2015,6,Centenario,NO2,20.2508,19.9554,26.2083,13.0833,3.8194,30
2015,6,Centenario,PM10,32.7508,31.5208,49.5833,14.5714,9.435,28
2015,6,Córdoba,CO,0.711,0.6788,1.228,0.42,0.2093,29
2015,6,Córdoba,NO2,30.3435,27.3334,57.6364,18.2917,8.7215,28
2015,6,Córdoba,PM10,31.5222,29.7916,48.125,19.5833,9.0089,30
2015,6,La Boca,CO,0.3787,0.4067,0.6654,0.1421,0.132,27
2015,6,La Boca,NO2,17.0229,16.9583,25.2917,7.4583,4.0484,29
2015,6,La Boca,PM10,28.2001,26.7292,45.3333,17.7083,7.3964,28
2015,7,Centenario,CO,0.6639,0.58,1.6242,0.4158,0.2882,31
2015,7,Centenario,NO2,20.0201,18.9583,42.0,11.6667,6.8121,31
2015,7,Centenario,PM10,25.3831,21.75,58.625,14.125,10.712,31
2015,7,Córdoba,CO,0.6859,0.6121,1.7408,0.3721,0.2603,31
2015,7,Córdoba,NO2,27.2468,28.2917,47.5417,12.375,7.3612,31
2015,7,Córdoba,PM10,26.2432,22.8333,68.7083,13.4583,11.2978,31
2015,7,La Boca,CO,0.4396,0.3517,1.3454,0.0855,0.2586,31
2015,7,La Boca,NO2,16.2626,14.8125,29.4583,8.75,5.381,30
2015,7,La Boca,PM10,20.9727,18.2917,66.125,10.0417,11.8604,28
2015,8,Centenario,CO,0.5231,0.5058,1.005,0.2592,0.1506,31
2015,8,Centenario,NO2,18.1025,18.1667,25.6667,8.3333,3.8545,31
2015,8,Centenario,PM10,22.3613,20.25,42.875,11.5,7.0327,31
2015,8,Córdoba,CO,0.6665,0.5896,1.06,0.3271,0.1998,31
2015,8,Córdoba,NO2,35.4701,35.25,47.6316,25.8182,6.489,31
2015,8,Córdoba,PM10,26.3877,23.875,45.875,16.9583,7.9473,31
2015,8,La Boca,CO,0.2794,0.2723,0.6604,0.1583,0.1011,23
2015,8,La Boca,NO2,14.5469,14.0417,23.5,7.875,3.4837,27
2015,8,La Boca,PM10,16.3393,16.3333,27.625,7.5417,5.2115,26
2015,9,Centenario,CO,0.4146,0.3785,0.8512,0.2271,0.1488,30
2015,9,Centenario,NO2,17.9649,17.7917,31.4,10.0,5.0338,30
2015,9,Centenario,PM10,24.2361,22.0,46.25,12.3333,8.515,30
2015,9,Córdoba,CO,0.5188,0.5015,0.8283,0.303,0.1262,30
2015,9,Córdoba,NO2,31.4141,31.9166,46.875,16.3333,7.0124,30
2015,9,Córdoba,PM10,27.4333,26.4375,42.9167,15.3333,8.7369,30
2015,9,La Boca,CO,0.2482,0.2288,0.4488,0.1329,0.088,27
2015,9,La Boca,NO2,15.1578,13.161,25.0833,10.5417,4.8359,10
2015,9,La Boca,PM10,18.9006,17.6666,36.2083,7.9583,7.547,28
2015,10,Centenario,CO,0.3421,0.3229,0.7887,0.2067,0.1068,31
2015,10,Centenario,NO2,14.3437,14.2083,24.7917,7.375,3.146,31
2015,10,Centenario,PM10,19.1922,18.0833,30.5417,14.2917,3.3414,31
2015,10,Córdoba,CO,0.438,0.4216,0.7925,0.2671,0.1299,18
2015,10,Córdoba,NO2,16.2159,16.5661,19.9167,10.8333,2.6444,24
2015,10,Córdoba,PM10,23.3327,22.375,31.4583,16.9444,4.0874,23
2015,10,La Boca,CO,0.2112,0.1833,0.5058,0.1246,0.0867,31
2015,10,La Boca,NO2,8.6888,8.125,16.6667,4.7391,3.1094,31
2015,10,La Boca,PM10,13.6021,13.5833,17.875,8.3333,2.5954,31
2015,11,Centenario,CO,0.3421,0.3075,0.585,0.2204,0.1066,20
2015,11,Centenario,NO2,14.2804,12.6875,23.375,8.625,4.5295,26
2015,11,Centenario,PM10,18.8023,18.5417,28.1667,12.2917,4.461,25
2015,11,Córdoba,CO,0.4856,0.4536,0.8775,0.2271,0.176,30
2015,11,Córdoba,NO2,15.5115,14.4792,25.125,7.4583,4.6621,30
2015,11,Córdoba,PM10,22.1903,21.4584,35.2917,13.9583,5.4749,30
2015,11,La Boca,CO,0.2351,0.2104,0.4842,0.135,0.0781,30
2015,11,La Boca,NO2,10.2558,9.6042,18.8182,3.7917,3.618,30
2015,11,La Boca,PM10,17.1417,16.625,24.75,11.75,4.045,30
2015,12,Centenario,CO,0.3848,0.385,0.6562,0.1708,0.1243,31
2015,12,Centenario,NO2,13.5397,12.3125,27.625,6.25,5.3369,18
2015,12,Centenario,PM10,23.8216,21.2308,45.0,13.125,7.6648,27
2015,12,Córdoba,CO,0.5109,0.5162,0.7496,0.2933,0.1195,31
2015,12,Córdoba,NO2,16.4938,15.4583,27.875,7.0417,5.6847,31
2015,12,Córdoba,PM10,25.8212,26.2083,43.25,13.7917,5.9837,31
2015,12,La Boca,CO,0.2261,0.2325,0.3367,0.079,0.0754,31
2015,12,La Boca,NO2,9.2938,8.0,21.4,3.25,4.7824,30
2015,12,La Boca,PM10,21.3481,19.875,38.5417,13.125,5.9689,31
2016,1,Centenario,CO,0.3532,0.335,0.5967,0.1758,0.1187,31
2016,1,Centenario,NO2,12.7261,12.6667,22.3333,4.5,3.8615,31
2016,1,Centenario,PM10,24.5872,23.75,35.0833,11.9583,6.1185,31
2016,1,Córdoba,CO,0.5383,0.5117,0.8967,0.3242,0.1497,31
2016,1,Córdoba,NO2,15.4091,14.5208,31.0,8.0,5.3011,30
2016,1,Córdoba,PM10,28.3244,26.1666,50.125,17.25,7.6074,30
2016,1,La Boca,CO,0.2431,0.2389,0.3683,0.0992,0.063,31
2016,1,La Boca,NO2,7.2494,6.7574,13.7222,2.25,3.1606,30
2016,1,La Boca,PM10,25.0137,25.7292,34.7917,12.75,5.529,30
2016,2,Centenario,CO,0.4057,0.409,0.625,0.2092,0.1271,12
2016,2,Centenario,NO2,14.4248,13.8978,26.8333,6.0,5.0068,26
2016,2,Centenario,PM10,24.5256,21.1667,50.5833,15.5,8.3178,25
2016,2,Córdoba,CO,0.5487,0.536,0.7429,0.3954,0.0931,24
2016,2,Córdoba,NO2,17.6093,16.6439,28.25,11.7083,3.9676,24
2016,2,Córdoba,PM10,25.7783,25.375,37.875,15.6667,5.5417,25
2016,2,La Boca,CO,0.4179,0.4134,0.6167,0.2673,0.0713,26
2016,2,La Boca,NO2,10.4445,10.5208,16.5833,4.8333,3.1604,26
2016,2,La Boca,PM10,20.1731,19.5834,33.25,13.5,5.1477,26
2016,3,Centenario,CO,0.4442,0.355,0.7771,0.2183,0.1931,13
2016,3,Centenario,NO2,14.7099,14.6098,30.5417,8.0417,4.4797,30
2016,3,Centenario,PM10,26.5,25.8125,50.5833,14.1667,6.7781,30
2016,3,Córdoba,CO,0.5379,0.5204,0.8712,0.2696,0.1613,30
2016,3,Córdoba,NO2,16.6428,16.2458,31.1667,10.375,4.2266,30
2016,3,Córdoba,PM10,27.7965,27.8958,57.5625,15.0417,8.1155,30
2016,3,La Boca,CO,0.3643,0.3583,0.5179,0.2421,0.0757,29
2016,3,La Boca,NO2,8.9851,8.4667,14.0,4.7917,2.7725,29
2016,3,La Boca,PM10,18.3464,19.2916,25.4167,9.4167,3.7177,28
2016,4,Centenario,CO,0.4829,0.4227,1.0304,0.1808,0.2058,30
2016,4,Centenario,NO2,14.6288,14.2917,22.2273,8.8333,3.2533,30
2016,4,Centenario,PM10,20.5236,19.4375,36.5417,13.0417,5.2844,30
2016,4,Córdoba,CO,0.766,0.7316,1.36,0.5104,0.1925,30
2016,4,Córdoba,NO2,20.5477,20.5,28.25,14.875,3.3185,30
2016,4,Córdoba,PM10,22.2758,21.6667,31.7917,14.7917,4.0613,29
2016,4,La Boca,CO,0.2499,0.2617,0.5708,0.05,0.1203,29
2016,4,La Boca,NO2,10.7276,10.5,15.9583,5.9167,2.1601,29
2016,4,La Boca,PM10,14.3264,12.8334,30.2917,8.7917,4.7368,30
2016,5,Centenario,CO,0.5168,0.4829,0.9146,0.3358,0.1405,31
2016,5,Centenario,NO2,18.4057,17.8333,30.375,11.8333,4.7513,31
2016,5,Centenario,PM10,25.129,24.7083,60.1667,12.4583,9.7967,31
2016,5,Córdoba,CO,0.8078,0.7933,1.2158,0.5121,0.1877,31
2016,5,Córdoba,NO2,24.0231,23.9167,36.375,13.4583,5.3865,31
2016,5,Córdoba,PM10,24.7258,23.4583,77.3333,11.25,11.9309,31
2016,5,La Boca,CO,0.3012,0.2575,0.5667,0.1496,0.1177,31
2016,5,La Boca,NO2,13.5539,12.4762,22.5,8.375,3.563,31
2016,5,La Boca,PM10,16.6022,13.9167,46.5417,7.1667,7.957,31
2016,6,Centenario,CO,0.6499,0.5662,1.2088,0.2629,0.24,30
2016,6,Centenario,NO2,19.3389,18.7084,31.0833,8.9583,5.137,30
2016,6,Centenario,PM10,29.8514,26.0,68.375,14.3333,13.1152,30
2016,6,Córdoba,CO,0.9708,0.844,1.9004,0.5179,0.3291,30
2016,6,Córdoba,NO2,25.3027,24.5,46.0417,11.7917,7.1044,30
2016,6,Córdoba,PM10,24.3468,20.4792,63.2917,6.4167,13.3359,30
2016,6,La Boca,CO,0.3478,0.3127,0.7528,0.1583,0.1488,28
2016,6,La Boca,NO2,9.9759,9.7083,17.2,4.625,3.0124,30
2016,6,La Boca,PM10,21.8499,19.5208,39.25,9.4167,8.6529,30
2016,7,Centenario,CO,0.5082,0.5154,0.9238,0.2475,0.1469,19
2016,7,Centenario,NO2,17.8788,17.6667,24.7917,11.9583,3.3334,31
2016,7,Centenario,PM10,24.5376,22.0,52.3333,13.2083,9.302,31
2016,7,Córdoba,CO,0.6835,0.6672,1.1375,0.4288,0.1585,31
2016,7,Córdoba,NO2,15.8213,16.1818,21.7083,10.3333,2.9142,31
2016,7,Córdoba,PM10,17.0995,16.5686,35.2917,7.3333,6.9926,24
2016,7,La Boca,CO,0.2814,0.2667,0.5354,0.1604,0.0974,31
2016,7,La Boca,NO2,8.2085,8.5833,12.375,4.1304,1.8957,31
2016,7,La Boca,PM10,28.0161,25.7917,51.9167,11.75,9.8636,31
2016,8,Centenario,CO,0.5392,0.4854,1.1992,0.2788,0.2284,16
2016,8,Centenario,NO2,20.8241,21.2084,35.6667,11.1667,5.5441,30
2016,8,Centenario,PM10,34.738,34.2708,57.7917,17.875,11.0302,24
2016,8,Córdoba,CO,0.7347,0.6808,1.6975,0.4304,0.2876,30
2016,8,Córdoba,NO2,23.4726,22.5833,37.875,15.875,5.0873,31
